gene,Score,p,qvalue
OR10G8,0.99993837,0.01719112041258697,0.6880565798666545
HSPA4,0.999938,0.01719112041258697,0.6880565798666545
COL18A1,0.9999361,0.017415352417968544,0.6935469546216011
RIF1,0.99993575,0.017490096419762402,0.6935469546216011
KIDINS220,0.99993527,0.01763958442335012,0.6935469546216011
PTPRR,0.9999349,0.01763958442335012,0.6935469546216011
UVRAG,0.9999341,0.01763958442335012,0.6935469546216011
ANK2,0.9999337,0.01763958442335012,0.6935469546216011
JAK1,0.9999299,0.017714328425143866,0.6944432328073994
IDO1,0.9999292,0.017863816428731583,0.6982558421616485
MYC,0.9999281,0.0180133044323193,0.7017347089109971
CXXC5,0.9999275,0.018088048434113158,0.7017347089109971
DOCK11,0.9999273,0.018162792435907016,0.7017347089109971
SOCS3,0.99992657,0.018162792435907016,0.7017347089109971
PRUNE2,0.99992454,0.01846176844308245,0.7092755200761343
RMDN1,0.9999237,0.018536512444876307,0.7092755200761343
DIDO1,0.9999232,0.018536512444876307,0.7092755200761343
COL3A1,0.9999231,0.018611256446670166,0.7092755200761343
RHOBTB2,0.99992275,0.018686000448464024,0.7092755200761343
EPHA4,0.9999224,0.018760744450257882,0.7092755200761343
CUL5,0.99992216,0.01883548845205174,0.7092755200761343
JMJD1C,0.99992144,0.01883548845205174,0.7092755200761343
DHX36,0.99992037,0.01883548845205174,0.7092755200761343
WDR44,0.9999175,0.019134464459227174,0.7140938407836827
BAG3,0.99991643,0.019134464459227174,0.7140938407836827
LPAR4,0.99991524,0.019209208461021032,0.7140938407836827
FSIP2,0.9999151,0.01928395246281489,0.7140938407836827
CTNNB1,0.99991477,0.01928395246281489,0.7140938407836827
USP21,0.99991417,0.01928395246281489,0.7140938407836827
FGFR3,0.9999136,0.019433440466402607,0.714399863514147
PSMA3,0.9999125,0.019508184468196466,0.714399863514147
FUT8,0.99991214,0.019582928469990324,0.714399863514147
PBRM1,0.99991155,0.019582928469990324,0.714399863514147
STAT3,0.99991155,0.019582928469990324,0.714399863514147
SLC4A4,0.9999106,0.0198071604753719,0.714399863514147
UNC5C,0.99991,0.0198071604753719,0.714399863514147
ZFHX4,0.9999088,0.019881904477165757,0.714399863514147
TMEM106B,0.99990785,0.020106136482547332,0.714399863514147
CNTLN,0.99990714,0.02018088048434119,0.714399863514147
CLIP1,0.9999039,0.020330368487928907,0.714399863514147
DHX29,0.9999039,0.020330368487928907,0.714399863514147
LAMB2,0.9999038,0.020330368487928907,0.714399863514147
NRD1,0.99990296,0.020405112489722765,0.714399863514147
DICER1,0.99990237,0.020405112489722765,0.714399863514147
YWHAZ,0.9999012,0.020479856491516624,0.714399863514147
MAP3K7,0.99990094,0.02062934449510434,0.714399863514147
CEP290,0.9999007,0.02062934449510434,0.714399863514147
ATG2A,0.9999001,0.02062934449510434,0.714399863514147
XIRP2,0.99989986,0.02062934449510434,0.714399863514147
TINAG,0.9998994,0.0207040884968982,0.714399863514147
FBN1,0.99989724,0.020928320502279774,0.714399863514147
SMARCA2,0.99989617,0.02115255250766135,0.714399863514147
ATF7IP,0.9998958,0.02115255250766135,0.714399863514147
ZNF804B,0.99989533,0.02115255250766135,0.714399863514147
GGCX,0.99989355,0.021302040511249065,0.714399863514147
ATG7,0.9998925,0.021376784513042812,0.714399863514147
GOLGA5,0.99989176,0.02152627251663053,0.714399863514147
SPEM1,0.99989045,0.02152627251663053,0.714399863514147
TTC27,0.9998902,0.02152627251663053,0.714399863514147
SPTA1,0.99988997,0.02152627251663053,0.714399863514147
NHS,0.99988925,0.02152627251663053,0.714399863514147
ZNF827,0.9998889,0.02152627251663053,0.714399863514147
PPIP5K2,0.99988806,0.021601016518424387,0.714399863514147
GCC1,0.99988616,0.021601016518424387,0.714399863514147
ELF4,0.9998857,0.021601016518424387,0.714399863514147
MAPK8,0.99988544,0.021601016518424387,0.714399863514147
MASTL,0.99988544,0.021601016518424387,0.714399863514147
SIRT7,0.99988484,0.021601016518424387,0.714399863514147
FAM186B,0.99988484,0.021601016518424387,0.714399863514147
TCOF1,0.99988353,0.021675760520218246,0.714399863514147
CACNA1G,0.9998827,0.021675760520218246,0.714399863514147
GRIK5,0.99988055,0.021750504522012104,0.714399863514147
IFNGR1,0.9998803,0.021750504522012104,0.714399863514147
SIRPA,0.9998802,0.021750504522012104,0.714399863514147
BBS7,0.9998801,0.021750504522012104,0.714399863514147
DNAH9,0.9998795,0.02197473652739368,0.7150742442075653
PTMA,0.9998795,0.02197473652739368,0.7150742442075653
IDE,0.99987924,0.022049480529187537,0.7150742442075653
CFTR,0.9998789,0.022124224530981396,0.7150742442075653
MRPL53,0.99987876,0.022124224530981396,0.7150742442075653
PLXNB2,0.9998779,0.022198968532775254,0.7150742442075653
FAF1,0.9998776,0.022198968532775254,0.7150742442075653
C12orf4,0.9998752,0.022198968532775254,0.7150742442075653
TRAK2,0.99987197,0.02234845653636297,0.7181590552358178
GNAL,0.99986804,0.022572688541744546,0.721894020157993
ABHD15,0.9998671,0.022572688541744546,0.721894020157993
DDB1,0.99986386,0.022946408550713837,0.7239805361551939
SPTAN1,0.99986064,0.022946408550713837,0.7239805361551939
MPRIP,0.9998598,0.022946408550713837,0.7239805361551939
DCN,0.9998591,0.023021152552507695,0.7239805361551939
USP26,0.99985826,0.023021152552507695,0.7239805361551939
GOLGA4,0.999858,0.023021152552507695,0.7239805361551939
ABCA4,0.9998579,0.023021152552507695,0.7239805361551939
NOTCH2,0.9998566,0.02324538455788927,0.7239805361551939
GMPR2,0.9998548,0.023394872561476987,0.7239805361551939
FAT4,0.9998528,0.023544360565064704,0.7239805361551939
DOCK6,0.9998528,0.023544360565064704,0.7239805361551939
PI4KA,0.9998528,0.023544360565064704,0.7239805361551939
FCGBP,0.9998524,0.023544360565064704,0.7239805361551939
C3orf49,0.99985206,0.023544360565064704,0.7239805361551939
DNAH6,0.9998516,0.023544360565064704,0.7239805361551939
CYP7B1,0.99985003,0.023619104566858562,0.7239805361551939
NOXA1,0.99984443,0.02414231257941557,0.7239805361551939
REPS1,0.999843,0.02421705658120943,0.7239805361551939
TCEAL8,0.99984276,0.024291800583003287,0.7239805361551939
MTCH2,0.9998417,0.024366544584797145,0.7239805361551939
ATG2B,0.99983966,0.02459077659017872,0.7239805361551939
ADAM7,0.99983776,0.024740264593766437,0.7239805361551939
NUP93,0.99983764,0.024740264593766437,0.7239805361551939
ALDH3A1,0.99983704,0.024740264593766437,0.7239805361551939
KIAA1324L,0.99983644,0.024740264593766437,0.7239805361551939
DNAH14,0.99983454,0.024815008595560295,0.7239805361551939
ARRDC3,0.9998344,0.024815008595560295,0.7239805361551939
CDK12,0.9998306,0.024815008595560295,0.7239805361551939
CHD3,0.9998299,0.024815008595560295,0.7239805361551939
U2AF1,0.99982893,0.024815008595560295,0.7239805361551939
N4BP2L2,0.9998281,0.024889752597354153,0.7239805361551939
KIF7,0.99982446,0.02496449659914801,0.7239805361551939
EPHB3,0.99982375,0.02496449659914801,0.7239805361551939
HSPA8,0.9998227,0.02503924060094176,0.7239805361551939
PRMT8,0.99982196,0.02503924060094176,0.7239805361551939
