gene,Score,p,qvalue
GIT1,0.9829563,0.11921850079744811,1.0
NPHP3,0.98280877,0.12001594896331735,1.0
TRPM1,0.98271495,0.1208133971291866,1.0
RPS6,0.9826847,0.1208133971291866,1.0
RTF1,0.9822144,0.12161084529505584,1.0
SCN11A,0.98212713,0.12161084529505584,1.0
NUFIP1,0.98206216,0.12200956937799046,1.0
TBX3,0.98203385,0.12200956937799046,1.0
MTUS2,0.98192775,0.12240829346092508,1.0
BORA,0.9817966,0.12280701754385959,1.0
PPP1R13B,0.98158455,0.12320574162679421,1.0
CSMD3,0.98156583,0.12320574162679421,1.0
DDX17,0.9813579,0.12400318979266345,1.0
TBX21,0.98109967,0.12480063795853269,1.0
KRAS,0.9804167,0.12639553429027106,1.0
ARID2,0.9803766,0.12639553429027106,1.0
ELTD1,0.9800709,0.12639553429027106,1.0
FBXW5,0.9799314,0.12679425837320568,1.0
NKTR,0.9798851,0.1271929824561403,1.0
SLC9C2,0.97974044,0.12759170653907492,1.0
PHRF1,0.979506,0.12878787878787878,1.0
HNF4G,0.9793848,0.12878787878787878,1.0
EXOC3L4,0.9792971,0.12878787878787878,1.0
MAP3K9,0.9792797,0.12878787878787878,1.0
KRTAP10-7,0.97900873,0.12958532695374803,1.0
GLI1,0.9789798,0.12958532695374803,1.0
POLR1A,0.97897655,0.12958532695374803,1.0
RPRD2,0.97890353,0.12958532695374803,1.0
LAMA3,0.9787724,0.12958532695374803,1.0
ANK2,0.9787234,0.12958532695374803,1.0
BAZ2B,0.9783925,0.12958532695374803,1.0
NFKBIA,0.9781883,0.13038277511961716,1.0
SMTN,0.97781575,0.13038277511961716,1.0
SNRNP200,0.97777927,0.13038277511961716,1.0
LRIT1,0.977707,0.13038277511961716,1.0
TAPBP,0.97765666,0.13038277511961716,1.0
NCOA6,0.97763467,0.13078149920255178,1.0
ABCG1,0.97753567,0.1311802232854864,1.0
ATP5A1,0.977412,0.1311802232854864,1.0
ITIH1,0.9773882,0.1311802232854864,1.0
FGFR1,0.97715545,0.13157894736842102,1.0
COL27A1,0.977109,0.13197767145135564,1.0
SCNN1G,0.9768723,0.13237639553429026,1.0
UBP1,0.9768231,0.13237639553429026,1.0
ZFYVE9,0.9766236,0.13237639553429026,1.0
MID2,0.97621846,0.13357256778309412,1.0
TBL1X,0.9762028,0.13357256778309412,1.0
RAD51,0.97615814,0.13397129186602874,1.0
FAM134B,0.9759135,0.13476874003189787,1.0
MYD88,0.9759128,0.13476874003189787,1.0
ZSCAN1,0.9758439,0.13476874003189787,1.0
GRIN3A,0.975276,0.13875598086124397,1.0
MCMBP,0.97520566,0.13875598086124397,1.0
TCHH,0.97513866,0.13875598086124397,1.0
AMOTL2,0.97496337,0.1391547049441786,1.0
IQCF2,0.97491485,0.1391547049441786,1.0
KDM5C,0.9745171,0.13995215311004783,1.0
ADCK3,0.97434765,0.14035087719298245,1.0
DOT1L,0.9739197,0.1415470494417863,1.0
DDX41,0.9738105,0.1415470494417863,1.0
TSKS,0.9736789,0.14234449760765544,1.0
ADARB1,0.97352386,0.14234449760765544,1.0
UNC13B,0.9733375,0.14234449760765544,1.0
CACNA1H,0.9732868,0.14274322169059006,1.0
UNC79,0.97328633,0.14274322169059006,1.0
PEX5,0.97322714,0.1435406698564593,1.0
MARK3,0.9731401,0.14433811802232854,1.0
WDR89,0.9730249,0.14473684210526316,1.0
MAP1A,0.9728641,0.14513556618819778,1.0
CHD2,0.9725065,0.14712918660287078,1.0
HNRNPR,0.9724913,0.14712918660287078,1.0
STAT1,0.9724329,0.1475279106858054,1.0
TEC,0.97183436,0.14912280701754388,1.0
TRIM14,0.9717165,0.14912280701754388,1.0
PNP,0.97170335,0.14912280701754388,1.0
CNTNAP4,0.9716967,0.14912280701754388,1.0
FCRL3,0.97152877,0.1495215311004785,1.0
DIDO1,0.9714765,0.149920255183413,1.0
RPN1,0.97138864,0.149920255183413,1.0
GXYLT2,0.97127366,0.149920255183413,1.0
KNDC1,0.9710906,0.15111642743221687,1.0
PKN2,0.97080046,0.1515151515151515,1.0
DMRT3,0.97052574,0.1535087719298246,1.0
TFIP11,0.9705053,0.1535087719298246,1.0
STAB1,0.9701236,0.15510366826156297,1.0
CSK,0.9700585,0.15510366826156297,1.0
TENM3,0.96987975,0.1559011164274322,1.0
ZNF408,0.96967846,0.1559011164274322,1.0
TMEM132A,0.96958727,0.1559011164274322,1.0
RYR2,0.9694174,0.1559011164274322,1.0
FRYL,0.96936405,0.1559011164274322,1.0
PNMT,0.9693243,0.1559011164274322,1.0
SOGA3,0.96932405,0.1559011164274322,1.0
MAPRE1,0.9692824,0.15629984051036683,1.0
SORCS1,0.96913403,0.15629984051036683,1.0
CUX1,0.9691278,0.15629984051036683,1.0
PDE3A,0.9689033,0.1578947368421052,1.0
MECOM,0.9687913,0.1578947368421052,1.0
WWP2,0.9684342,0.1618819776714513,1.0
RPL10A,0.96837616,0.16267942583732053,1.0
ZKSCAN5,0.9681221,0.16427432216905902,1.0
LRFN5,0.9679096,0.16427432216905902,1.0
GNPNAT1,0.9676886,0.16507177033492826,1.0
HSPG2,0.96743864,0.1658692185007974,1.0
NCKAP1L,0.9670911,0.1658692185007974,1.0
SMAD9,0.96694285,0.166267942583732,1.0
FCGBP,0.9668385,0.166267942583732,1.0
PDYN,0.96633464,0.16706539074960125,1.0
TSC2,0.9662328,0.16706539074960125,1.0
